Frogs that are Extinct (4 EPBC species),,,,,
Parantechinus apicalis,Dibbler,,,,
Perameles bougainville,Shark Bay Bandicoot,,,,
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),,,,
Petauroides volans,Greater Glider (southern and central),,,,
Petaurus australis Wet Tropics subspecies = Petaurus australis brevirostrum,"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",,,,
Petaurus gracilis,Mahogany Glider,,,,
Petrogale coenensis,Cape York Rock-wallaby,,,,
Petrogale concinna canescens,Nabarlek (Top End),,,,
Petrogale concinna monastria,Nabarlek (Kimberley),,,,
Petrogale lateralis kimberleyensis,"Wiliji, West Kimberley Rock-wallaby",,,,
Petrogale lateralis lateralis,"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",,,,
Petrogale persephone,Proserpine Rock-wallaby,,,,
"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",,,,
Potorous longipes,Long-footed Potoroo,,,,
Pseudomys fumeus,"Smoky Mouse, Konoom",,,,
Pseudomys oralis,"Hastings River Mouse, Koontoo",,,,
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",,,,
Pteropus conspicillatus,Spectacled Flying-fox,,,,
Sarcophilus harrisii,Tasmanian Devil,,,,
Sminthopsis fuliginosa aitkeni,Kangaroo Island Dunnart,,,,
Sminthopsis psammophila,Sandhill Dunnart,,,,
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,,,,
Zyzomys palatalis,"Carpentarian Rock-rat, Aywalirroomoo",,,,
Other Animals that are Endangered (42 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Adclarkia cameroni,Brigalow Woodland Snail,,,,
Adclarkia dulacca,Dulacca Woodland Snail,,,,
Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, Heath-sand Skipper",,,,
Austrocordulia leonardi,Sydney Hawk Dragonfly,,,,
Bertmainius tingle,Tingle Pygmy Trapdoor Spider,,,,
Dendronephthya australis,Cauliflower Soft Coral,,,,
Engaeus granulatus,Central North Burrowing Crayfish,,,,
Engaeus martigener,Furneaux Burrowing Crayfish,,,,
Engaeus spinicaudatus,Scottsdale Burrowing Crayfish,,,,
Engaewa walpolea,Walpole Burrowing Crayfish,,,,
Euastacus bidawalus,"Bidhawal Crayfish, Bidawal Crayfish, East Gippsland Spiny Crayfish",,,,
Euastacus bispinosus,"Glenelg Spiny Freshwater Crayfish, Pricklyback",,,,
Euastacus clarkae,"Ellen Clark's Crayfish, Clark's Crayfish",,,,
Euastacus diversus,Orbost Spiny Crayfish,,,,
Euastacus eungella,Eungella Spiny Crayfish,,,,
Euastacus gamilaroi,"Gamilaroi Crayfish, Gamilaroi Spiny Crayfish, Hanging Rock Crayfish",,,,
Euastacus girurmulayn,Smooth Crayfish,,,,
Euastacus gumar,"Bloodclaw Crayfish, Blood Crayfish",,,,
Euastacus monteithorum,"Monteith's Crayfish, Monteith's Spiny Crayfish",,,,
Euastacus polysetosus,Many-bristled Crayfish,,,,
Euastacus rieki,Riek's Crayfish,,,,
Euastacus robertsi,"Robert's Crayfish, Robert's Spiny Crayfish",,,,
Euastacus simplex,"Simple Crayfish, Small Mountain Crayfish",,,,
Euastacus sp. 1 coughrani (McCormack & Fetzner),"Coughran's Crayfish, Arte Spiny Crayfish",,,,
Euastacus spinichelatus,Small Crayfish,,,,
Euastacus suttoni,Sutton's Crayfish,,,,
Keyacris scurra,Key's Matchstick Grasshopper,,,,
Leucopatus anophthalmus,Blind Velvet Worm,,,,
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",,,,
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",,,,
Mesodontrachia fitzroyana,Fitzroy Land Snail,,,,
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,,,,
Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",,,,
Paralucia pyrodiscus lucida,Eltham Copper Butterfly,,,,
Phyllodes imperialis smithersi,Pink Underwing Moth,,,,
Placostylus bivaricosus,"Lord Howe Flax Snail, Lord Howe Placostylus",,,,
Pommerhelix duralensis,Dural Land Snail,,,,
Semotrachia euzyga,a land snail,,,,
Sinumelon bednalli,Bednall's Land Snail,,,,
Thaumatoperla alpina,Alpine Stonefly,,,,
Trioza barrettae,Banksia brownii plant louse,,,,
Trisyntopa scatophaga,Antbed Parrot Moth,,,,
Fishes that are Vulnerable (22 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",,,,
Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),,,,
Carcharodon carcharias,"White Shark, Great White Shark",,,,
Chlamydogobius squamigenus,Edgbaston Goby,,,,
Epinephelus daemelii,"Black Rockcod, Black Cod, Saddled Rockcod",,,,
Galaxias parvus,Swamp Galaxias,,,,
Galaxias tanycephalus,Saddled Galaxias,,,,
Maccullochella peelii,Murray Cod,,,,
Milyeringa veritas,"Cape Range Cave Gudgeon, Blind Gudgeon",,,,
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",,,,
Nannatherina balstoni,Balston's Pygmy Perch,,,,
Nannoperca australis Murray-Darling Basin lineage,Southern Pygmy Perch (Murray-Darling Basin lineage),,,,
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",,,,
Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",,,,
Ophisternon candidum,Blind Cave Eel,,,,
Paragalaxias dissimilis,Shannon Paragalaxias,,,,
Paragalaxias eleotroides,Great Lake Paragalaxias,,,,
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",,,,
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",,,,
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",,,,
Prototroctes maraena,Australian Grayling,,,,
Rhincodon typus,Whale Shark,,,,
Frogs that are Vulnerable (17 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Assa darlingtoni,Pouched Frog,,,,
Geocrinia vitellina = Anstisia vitellina,Orange-bellied Frog,,,,
Heleioporus australiacus,Giant Burrowing Frog,,,,
Litoria aurea,Green and Golden Bell Frog,,,,
Litoria daviesae,Davies' Tree Frog,,,,
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",,,,
Litoria olongburensis,Wallum Sedge Frog,,,,
Litoria piperata,Peppered Tree Frog,,,,
Litoria raniformis,"Southern Bell Frog,, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",,,,
Litoria subglandulosa,"New England Tree Frog, Glandular Frog",,,,
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",,,,
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",,,,
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",,,,
Philoria sphagnicola,Sphagnum Frog,,,,
Pseudophryne covacevichae,Magnificent Brood Frog,,,,
Spicospina flammocaerulea,Sunset Frog,,,,
Uperoleia daviesae,"Howard River Toadlet, Davies's Toadlet",,,,
Reptiles that are Vulnerable (29 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Acanthophis hawkei,Plains Death Adder,,,,
Anomalopus mackayi,"Five-clawed Worm-skink, Long-legged Worm-skink",,,,
Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",,,,
Aprasia pseudopulchella,Flinders Ranges Worm-lizard,,,,
Chelonia mydas,Green Turtle,,,,
Christinus guentheri,"Lord Howe Island Gecko, Lord Howe Island Southern Gecko",,,,
Coeranoscincus reticulatus,Three-toed Snake-tooth Skink,,,,
Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,,,,
Ctenotus lancelini,Lancelin Island Skink,,,,
Ctenotus zastictus,Hamelin Ctenotus,,,,
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",,,,
Delma mitella,"Atherton Delma, Legless Lizard",,,,
Delma torquata,"Adorned Delma, Collared Delma",,,,
Denisonia maculata,Ornamental Snake,,,,
Egernia rugosa,Yakka Skink,,,,
Eretmochelys imbricata,Hawksbill Turtle,,,,
Furina dunmalli,Dunmall's Snake,,,,
Harrisoniascincus zia,Rainforest Cool-skink,,,,
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",,,,
Liasis olivaceus barroni,Pilbara Olive Python,,,,
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",,,,
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",,,,
Natator depressus,Flatback Turtle,,,,
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),,,,
Oligosoma lichenigerum,Lord Howe Island Skink,,,,
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,,,,
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",,,,
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",,,,
Uvidicolus sphyrurus,"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",,,,
Birds that are Vulnerable (76 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Acanthiza iredalei rosinae,Slender-billed Thornbill (Gulf St Vincent),,,,
Acanthiza lineata whitei,Kangaroo Island Striated Thornbill,,,,
Amytornis merrotsyi merrotsyi,Short-tailed Grasswren (Flinders Ranges),,,,
Amytornis modestus,Thick-billed Grasswren,,,,
Amytornis textilis myall,Western Grasswren (Gawler Ranges),,,,
Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",,,,
Anous tenuirostris melanops,Australian Lesser Noddy,,,,
Anthochaera chrysoptera halmaturina,Kangaroo Island Little Wattlebird,,,,
Aphelocephala leucopsis,Southern Whiteface,,,,
Ardenna grisea,Sooty Shearwater,,,,
Arenaria interpres,Ruddy Turnstone,,,,
Calidris acuminata,Sharp-tailed Sandpiper,,,,
Calidris canutus,"Red Knot, Knot",,,,
Calidris tenuirostris,Great Knot,,,,
Calyptorhynchus banksii naso,"Forest Red-tailed Black-Cockatoo, Karrak",,,,
Calyptorhynchus lathami lathami,South-eastern Glossy Black-Cockatoo,,,,
Cereopsis novaehollandiae grisea,"Cape Barren Goose (south-western), Recherche Cape Barren Goose",,,,
Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",,,,
Climacteris picumnus victoriae,Brown Treecreeper (south-eastern),,,,
Diomedea antipodensis,Antipodean Albatross,,,,
Diomedea antipodensis gibsoni,Gibson's Albatross,,,,
Diomedea epomophora,Southern Royal Albatross,,,,
Diomedea exulans,Wandering Albatross,,,,
Falco hypoleucos,Grey Falcon,,,,
Falcunculus frontatus whitei,"Crested Shrike-tit (northern), Northern Shrike-tit",,,,
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",,,,
Gallinago hardwickii,"Latham's Snipe, Japanese Snipe",,,,
Geophaps scripta scripta,Squatter Pigeon (southern),,,,
Geophaps smithii blaauwi,Partridge Pigeon (western),,,,
Geophaps smithii smithii,Partridge Pigeon (eastern),,,,
Grantiella picta,Painted Honeyeater,,,,
Halobaena caerulea,Blue Petrel,,,,
Hirundapus caudacutus,White-throated Needletail,,,,
Hylacola cauta halmaturina,Shy Heathwren (Kangaroo Island),,,,
Leipoa ocellata,Malleefowl,,,,
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",,,,
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),,,,
Limnodromus semipalmatus,Asian Dowitcher,,,,
Macronectes halli,Northern Giant Petrel,,,,
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",,,,
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",,,,
Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),,,,
Neophema chrysostoma,Blue-winged Parrot,,,,
Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook",,,,
Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),,,,
Pachycephala rufogularis,Red-lored Whistler,,,,
Pachyptila turtur subantarctica,Fairy Prion (southern),,,,
Petroica multicolor,"Norfolk Island Robin, Pacific Robin",,,,
Phoebetria fusca,Sooty Albatross,,,,
Platycercus caledonicus brownii,Green Rosella (King Island),,,,
Platycercus elegans melanopterus,Kangaroo Island Crimson Rosella,,,,
Pluvialis squatarola,Grey Plover,,,,
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",,,,
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),,,,
Polytelis swainsonii,Superb Parrot,,,,
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),,,,
Pterodroma mollis,Soft-plumaged Petrel,,,,
Pterodroma neglecta neglecta,Kermadec Petrel (western),,,,
Pycnoptilus floccosus,Pilotbird,,,,
Stagonopleura guttata,Diamond Firetail,,,,
Sterna vittata vittata,Antarctic Tern (Indian Ocean),,,,
Sternula nereis nereis,Australian Fairy Tern,,,,
Strepera fuliginosa colei,Black Currawong (King Island),,,,
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",,,,
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",,,,
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",,,,
Thalassarche carteri,Indian Yellow-nosed Albatross,,,,
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",,,,
Thalassarche melanophris,Black-browed Albatross,,,,
Thalassarche salvini,Salvin's Albatross,,,,
Thalassarche steadi,White-capped Albatross,,,,
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",,,,
Turnix melanogaster,Black-breasted Button-quail,,,,
Tyto novaehollandiae castanops (Tasmanian population),Masked Owl (Tasmanian),,,,
Tyto novaehollandiae kimberli,Masked Owl (northern),,,,
Xenus cinereus,Terek Sandpiper,,,,
Mammals that are Vulnerable (55 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Antechinus bellus,Fawn Antechinus,,,,
Antechinus minimus maritimus,Swamp Antechinus (mainland),,,,
Balaenoptera borealis,Sei Whale,,,,
Balaenoptera physalus,Fin Whale,,,,
Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",,,,
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",,,,
Conilurus penicillatus,"Brush-tailed Rabbit-rat, Brush-tailed Tree-rat, Pakooma",,,,
Dasyurus geoffroii,"Chuditch, Western Quoll",,,,
Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",,,,
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",,,,
Isoodon auratus auratus,Golden Bandicoot (mainland),,,,
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),,,,
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),,,,
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),,,,
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),,,,
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),,,,
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",,,,
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",,,,
Macroderma gigas,Ghost Bat,,,,
Macrotis lagotis,Greater Bilby,,,,
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),,,,
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",,,,
Mirounga leonina,Southern Elephant Seal,,,,
Notamacropus parma,Parma Wallaby,,,,
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",,,,
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",,,,
Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",,,,
Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),,,,
Petauroides minor,"Greater Glider (northern), Greater Glider (north-eastern Queensland)",,,,
Petaurus australis australis,Yellow-bellied Glider (south-eastern),,,,
Petrogale lateralis centralis,"Warru, Central Australian Rock-wallaby",,,,
Petrogale lateralis hacketti,Recherche Rock-wallaby,,,,
Petrogale penicillata,Brush-tailed Rock-wallaby,,,,
Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",,,,
Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),,,,
Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),,,,
Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",,,,
Phascogale pirata,Northern Brush-tailed Phascogale,,,,
Phascogale tapoatafa kimberleyensis,"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",,,,
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),,,,
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),,,,
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",,,,
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",,,,
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",,,,
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",,,,
Pteropus poliocephalus,Grey-headed Flying-fox,,,,
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",,,,
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,,,,
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",,,,
Setonix brachyurus,Quokka,,,,
Sminthopsis butleri,Butler's Dunnart,,,,
Sminthopsis douglasi,Julia Creek Dunnart,,,,
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,,,,
Xeromys myoides,"Water Mouse, False Water Rat, Yirrkoo",,,,
Zyzomys maini,"Arnhem Rock-rat, Arnhem Land Rock-rat, Kodjperr",,,,
Other Animals that are Vulnerable (15 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",,,,
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,,,,
Cherax robustus,Sand Yabby,,,,
Engaeus orramakunna,Mount Arthur Burrowing Crayfish,,,,
Engaeus yabbimunna,Burnie Burrowing Crayfish,,,,
Hoplogonus simsoni,Simson's Stag Beetle,,,,
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,,,,
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",,,,
Kumonga exleyi,Cape Range Remipede,,,,
Megascolides australis,Giant Gippsland Earthworm,,,,
Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",,,,
Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",,,,
Parvulastra vivipara,Tasmanian Live-bearing Seastar,,,,
Synemon plana,Golden Sun Moth,,,,
Westralunio carteri,"Carter's Freshwater Mussel, Freshwater Mussel",,,,
Fishes that are Conservation dependent (8 EPBC species),,,,,
"Genus, species (subspecies, population)",Common Name,,,,
Centrophorus harrissoni,"Harrisson's Dogfish, Endeavour Dogfish, Dumb Gulper Shark, Harrison's Deepsea Dogfish",,,,
Centrophorus uyato,Little Gulper Shark,,,,
Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",,,,
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",,,,
Rexea solandri (eastern Australian population),Eastern Gemfish,,,,
Seriolella brama,Blue Warehou,,,,
Sphyrna lewini,Scalloped Hammerhead,,,,
Thunnus maccoyii,Southern Bluefin Tuna,,,,
