TAXON,COMMON_NAME,SPECIES_2022,SPECIES_LUTO,MODELLED,SPECIES_TYPE,IUCN_GLOBAL_STATUS,AUS_GOV_THREAT_STATUS
Plants,,,Eucalyptus_sideroxylon,Yes,,,
Plants,,,Wollastonia_biflora,Yes,,,
Plants,,,Rubus_moorei,Yes,,,
Plants,,,Rhodanthe_moschata,Yes,,,
Plants,,,Eremophila_freelingii,Yes,,,
Plants,,,Archidendron_lovelliae,Yes,,,
Plants,,,Syncarpia_hillii,Yes,,,
Plants,,,Conospermum_taxifolium,Yes,,,
Plants,,,Gossia_inophloia,Yes,,,
Plants,,,Melichrus_erubescens,Yes,,,
Plants,,,Plectranthus_parviflorus,Yes,,,
Plants,,,Cinnamomum_virens,Yes,,,
Plants,,,Scaevola_parvifolia,Yes,,,
Plants,,,Cupaniopsis_simulata,Yes,,,
Plants,,,Adiantum_aethiopicum,Yes,,,
Plants,,,Laxmannia_gracilis,Yes,,,
Plants,,,Goodia_macrocarpa,Yes,,,
Plants,,,Entada_rheedei,Yes,,,
Plants,,,Malvastrum_chillagoense,Yes,,,
Plants,,,Dodonaea_sinuolata,Yes,,,
Plants,,,Zieria_alata,Yes,,,
Plants,,,Polygala_linariifolia,Yes,,,
Plants,,,Flindersia_maculosa,Yes,,,
Plants,,,Indigofera_scabrella,Yes,,,
Plants,,,Tiliacora_australiana,Yes,,,
Plants,,,Sclerolaena_divaricata,Yes,,,
Plants,,,Thelymitra_nuda,Yes,,,
Plants,,,Clematis_aristata,Yes,,,
Plants,,,Malacocera_tricornis,Yes,,,
Plants,,,Homoranthus_virgatus,Yes,,,
Plants,,,Eucalyptus_bancroftii,Yes,,,
Plants,,,Tephrosia_remotiflora,Yes,,,
Plants,,,Bidens_pilosa,Yes,,,
Plants,,,Bothriochloa_macra,Yes,,,
Plants,,,Bolboschoenus_caldwellii,Yes,,,
Plants,,,Westringia_rigida,Yes,,,
Plants,,,Ackama_paniculosa,Yes,,,
Plants,,,Kunzea_flavescens,Yes,,,
Plants,,,Commelina_cyanea,Yes,,,
Plants,,,Christella_hispidula,Yes,,,
Plants,,,Rhodanthe_stricta,Yes,,,
Plants,,,Paspalidium_reflexum,Yes,,,
Plants,,,Citharexylum_spinosum,Yes,,,
Plants,,,Corymbia_polycarpa,Yes,,,
Plants,,,Eremophila_duttonii,Yes,,,
Plants,,,Cajanus_confertiflorus,Yes,,,
Plants,,,Orthoceras_strictum,Yes,,,
Plants,,,Rumex_brownii,Yes,,,
Plants,,,Diuris_punctata,Yes,,,
Plants,,,Litsea_bindoniana,Yes,,,
Plants,,,Zeuxine_oblonga,Yes,,,
Plants,,,Uromyrtus_lamingtonensis,Yes,,,
Plants,,,Grewia_breviflora,Yes,,,
Plants,,,Caesalpinia_major,Yes,,,
Plants,,,Indigofera_georgei,Yes,,,
Plants,,,Corymborkis_veratrifolia,Yes,,,
Plants,,,Triglochin_nana,Yes,,,
Plants,,,Acacia_catenulata,Yes,,,
Plants,,,Myriocephalus_pluriflorus,Yes,,,
Plants,,,Gossia_fragrantissima,Yes,,,
Plants,,,Dampiera_sylvestris,Yes,,,
Plants,,,Chrysopogon_sylvaticus,Yes,,,
Plants,,,Calandrinia_arenicola,Yes,,,
Plants,,,Bonamia_linearis,Yes,,,
Plants,,,Acacia_longissima,Yes,,,
Plants,,,Stenanthemum_argenteum,Yes,,,
Plants,,,Stylidium_pedunculatum,Yes,,,
Plants,,,Nicotiana_benthamiana,Yes,,,
Plants,,,Cartonema_baileyi,Yes,,,
Plants,,,Lagerstroemia_archeriana,Yes,,,
Plants,,,Cryptocarya_triplinervis,Yes,,,
Plants,,,Cryptocarya_melanocarpa,Yes,,,
Plants,,,Dapsilanthus_ramosus,Yes,,,
Plants,,,Planchonia_careya,Yes,,,
Plants,,,Opuntia_monacantha,Yes,,,
Plants,,,Eriochilus_cucullatus,Yes,,,
Plants,,,Hovea_longipes,Yes,,,
Plants,,,Rhysotoechia_flavescens,Yes,,,
Plants,,,Calophyllum_costatum,Yes,,,
Plants,,,Neobassia_proceriflora,Yes,,,
Plants,,,Pomaderris_betulina,Yes,,,
Plants,,,Plectranthus_amboinicus,Yes,,,
Plants,,,Cotoneaster_coriaceus,Yes,,,
Plants,,,Hedychium_gardnerianum,Yes,,,
Plants,,,Polianthion_minutiflorum,Yes,,,
Plants,,,Epacris_longiflora,Yes,,,
Plants,,,Vachellia_nilotica,Yes,,,
Plants,,,Solanum_ditrichum,Yes,,,
Plants,,,Bauera_rubioides,Yes,,,
Plants,,,Dicksonia_herbertii,Yes,,,
Plants,,,Pararistolochia_laheyana,Yes,,,
Plants,,,Acacia_irrorata,Yes,,,
Plants,,,Dockrillia_dolichophylla,Yes,,,
Plants,,,Drosera_binata,Yes,,,
Plants,,,Hibbertia_monticola,Yes,,,
Plants,,,Eurhynchium_laevisetum,Yes,,,
Plants,,,Acacia_crassicarpa,Yes,,,
Plants,,,Scleria_scrobiculata,Yes,,,
Plants,,,Calyptocarpus_vialis,Yes,,,
Plants,,,Bridelia_insulana,Yes,,,
Plants,,,Dichanthium_queenslandicum,Yes,,,
Plants,,,Eragrostis_speciosa,Yes,,,
Plants,,,Acacia_holotricha,Yes,,,
Plants,,,Solidago_altissima,Yes,,,
Plants,,,Acacia_fleckeri,Yes,,,
Plants,,,Solanum_elachophyllum,Yes,,,
Plants,,,Astrebla_lappacea,Yes,,,
Plants,,,Craspedia_variabilis,Yes,,,
Plants,,,Dryopteris_wattsii,Yes,,,
Plants,,,Euphorbia_pallens,Yes,,,
Plants,,,Exostratum_blumei,Yes,,,
Plants,,,Buchnera_gracilis,Yes,,,
Plants,,,Senna_magnifolia,Yes,,,
Plants,,,Sclerolaena_birchii,Yes,,,
Plants,,,Heliotropium_consimile,Yes,,,
Plants,,,Endiandra_palmerstonii,Yes,,,
Plants,,,Notothixos_subaureus,Yes,,,
Plants,,,Acacia_nuperrima,Yes,,,
Plants,,,Avena_barbata,Yes,,,
Plants,,,Bauhinia_hookeri,Yes,,,
Plants,,,Ricinus_communis,Yes,,,
Plants,,,Casuarina_cunninghamiana,Yes,,,
Plants,,,Cajanus_pubescens,Yes,,,
Plants,,,Parietaria_debilis,Yes,,,
Plants,,,Grahamia_australiana,Yes,,,
Plants,,,Crotalaria_inaequalis,Yes,,,
Plants,,,Stylosanthes_viscosa,Yes,,,
Plants,,,Pomaderris_canescens,Yes,,,
Plants,,,Flacourtia_jangomas,Yes,,,
Plants,,,Papillaria_leuconeura,Yes,,,
Plants,,,Dichrocephala_integrifolia,Yes,,,
Plants,,,Passiflora_aurantioides,Yes,,,
Plants,,,Abutilon_otocarpum,Yes,,,
Plants,,,Acacia_mangium,Yes,,,
Plants,,,Cassytha_glabella,Yes,,,
Plants,,,Ficus_hispida,Yes,,,
Plants,,,Sclerolaena_anisacanthoides,Yes,,,
Plants,,,Radula_jovetiana,Yes,,,
Plants,,,Dockrillia_striolata,Yes,,,
Plants,,,Eucalyptus_moluccana,Yes,,,
Plants,,,Asterolasia_correifolia,Yes,,,
Plants,,,Isoetopsis_graminifolia,Yes,,,
Plants,,,Chrysocephalum_eremaeum,Yes,,,
Plants,,,Ptilotus_maconochiei,Yes,,,
Plants,,,Enneapogon_asperatus,Yes,,,
Plants,,,Tetrastigma_nitens,Yes,,,
Plants,,,Syzygium_apodophyllum,Yes,,,
Plants,,,Mischocarpus_grandissimus,Yes,,,
Plants,,,Melodinus_forbesii,Yes,,,
Plants,,,Tephrosia_juncea,Yes,,,
Plants,,,Gmelina_leichhardtii,Yes,,,
Plants,,,Parsonsia_induplicata,Yes,,,
Plants,,,Dinebra_neesii,Yes,,,
Plants,,,Einadia_hastata,Yes,,,
Plants,,,Lobelia_anceps,Yes,,,
Plants,,,Bulbophyllum_minutissimum,Yes,,,
Plants,,,Ptilotus_gaudichaudii,Yes,,,
Plants,,,Tribulus_astrocarpus,Yes,,,
Plants,,,Cylindropuntia_tunicata,Yes,,,
Plants,,,Psychotria_simmondsiana,Yes,,,
Plants,,,Sauropus_ramosissimus,Yes,,,
Plants,,,Solanum_esuriale,Yes,,,
Plants,,,Coix_lacryma-jobi,Yes,,,
Plants,,,Schoenus_nitens,Yes,,,
Plants,,,Astrotricha_glabra,Yes,,,
Plants,,,Urena_armitiana,Yes,,,
Plants,,,Iseilema_ciliatum,Yes,,,
Plants,,,Anopterus_macleayanus,Yes,,,
Plants,,,Ficus_leptoclada,Yes,,,
Plants,,,Pomaderris_queenslandica,Yes,,,
Plants,,,Livistona_benthamii,Yes,,,
Plants,,,Melaleuca_lanceolata,Yes,,,
Plants,,,Mitrasacme_nidulifera,Yes,,,
Plants,,,Syzygium_endophloium,Yes,,,
Plants,,,Ischaemum_muticum,Yes,,,
Plants,,,Corymbia_plena,Yes,,,
Plants,,,Oenotrichia_tripinnata,Yes,,,
Plants,,,Commelina_lanceolata,Yes,,,
Plants,,,Parsonsia_lilacina,Yes,,,
Plants,,,Calytrix_carinata,Yes,,,
Plants,,,Melastoma_affine,Yes,,,
Plants,,,Endiandra_xanthocarpa,Yes,,,
Plants,,,Bulbine_bulbosa,Yes,,,
Plants,,,Cyperus_fucosus,Yes,,,
Plants,,,Livistona_inermis,Yes,,,
Plants,,,Pellaea_paradoxa,Yes,,,
Plants,,,Schistochila_cristata,Yes,,,
Plants,,,Cissus_penninervis,Yes,,,
Plants,,,Garcinia_brassii,Yes,,,
Plants,,,Vigna_mungo,Yes,,,
Plants,,,Scindapsus_altissimus,Yes,,,
Plants,,,Comesperma_ericinum,Yes,,,
Plants,,,Eucalyptus_racemosa,Yes,,,
Plants,,,Aristida_hygrometrica,Yes,,,
Plants,,,Scaevola_amblyanthera,Yes,,,
Plants,,,Sphaeromorphaea_littoralis,Yes,,,
Plants,,,Catalepidia_heyana,Yes,,,
Plants,,,Cassinia_subtropica,Yes,,,
Plants,,,Coldenia_procumbens,Yes,,,
Plants,,,Ficus_aculeata,Yes,,,
Plants,,,Austrobuxus_megacarpus,Yes,,,
Plants,,,Portulaca_oligosperma,Yes,,,
Plants,,,Pyrostegia_venusta,Yes,,,
Plants,,,Cryptocarya_lividula,Yes,,,
Plants,,,Sclerolaena_ramulosa,Yes,,,
Plants,,,Oplismenus_mollis,Yes,,,
Plants,,,Ficus_fraseri,Yes,,,
Plants,,,Nephrolepis_hirsutula,Yes,,,
Plants,,,Spermacoce_platyloba,Yes,,,
Plants,,,Euphorbia_helioscopia,Yes,,,
Plants,,,Paspalidium_distans,Yes,,,
Plants,,,Cenchrus_brownii,Yes,,,
Plants,,,Setaria_pumila,Yes,,,
Plants,,,Iseilema_eremaeum,Yes,,,
Plants,,,Mitreola_petiolata,Yes,,,
Plants,,,Grevillea_baileyana,Yes,,,
Plants,,,Heliotropium_peninsulare,Yes,,,
Plants,,,Dysoxylum_pumilum,Yes,,,
Plants,,,Maireana_lobiflora,Yes,,,
Plants,,,Pelargonium_australe,Yes,,,
Plants,,,Fimbristylis_caespitosa,Yes,,,
Plants,,,Goodyera_viridiflora,Yes,,,
Plants,,,Persoonia_subtilis,Yes,,,
Plants,,,Helicteres_semiglabra,Yes,,,
Plants,,,Allocasuarina_littoralis,Yes,,,
Plants,,,Callisia_fragrans,Yes,,,
Plants,,,Dendrobium_speciosum,Yes,,,
Plants,,,Eremophila_glabra,Yes,,,
Plants,,,Cyperus_blakeanus,Yes,,,
Plants,,,Sisymbrium_officinale,Yes,,,
Plants,,,Tinospora_tinosporoides,Yes,,,
Plants,,,Avena_sativa,Yes,,,
Plants,,,Cupaniopsis_tomentella,Yes,,,
Plants,,,Symplocos_hylandii,Yes,,,
Plants,,,Euphorbia_ferdinandi,Yes,,,
Plants,,,Acacia_brunioides,Yes,,,
Plants,,,Atalaya_multiflora,Yes,,,
Plants,,,Proiphys_cunninghamii,Yes,,,
Plants,,,Eriachne_pulchella,Yes,,,
Plants,,,Parsonsia_lanceolata,Yes,,,
Plants,,,Indigofera_hirsuta,Yes,,,
Plants,,,Cleistochloa_rigida,Yes,,,
Plants,,,Cyperus_gunnii,Yes,,,
Plants,,,Microtis_parviflora,Yes,,,
Plants,,,Lissanthe_pluriloculata,Yes,,,
Plants,,,Ectrosia_schultzii,Yes,,,
Plants,,,Aneilema_acuminatum,Yes,,,
Plants,,,Indigofera_wannanii,Yes,,,
Plants,,,Cryphaea_ovalifolia,Yes,,,
Plants,,,Calytrix_exstipulata,Yes,,,
Plants,,,Alternanthera_nodiflora,Yes,,,
Plants,,,Monochoria_australasica,Yes,,,
Plants,,,Dicliptera_spicata,Yes,,,
Plants,,,Rhysotoechia_robertsonii,Yes,,,
Plants,,,Glinus_lotoides,Yes,,,
Plants,,,Eriocaulon_clarksonii,Yes,,,
Plants,,,Platysace_linearifolia,Yes,,,
Plants,,,Chrysanthemoides_monilifera,Yes,,,
Plants,,,Pomaderris_nitidula,Yes,,,
Plants,,,Caustis_blakei,Yes,,,
Plants,,,Osbeckia_chinensis,Yes,,,
Plants,,,Dichanthium_aristatum,Yes,,,
Plants,,,Streptoglossa_liatroides,Yes,,,
Plants,,,Backhousia_sciadophora,Yes,,,
Plants,,,Gnephosis_tenuissima,Yes,,,
Plants,,,Eucalyptus_pilularis,Yes,,,
Plants,,,Eucalyptus_suffulgens,Yes,,,
Plants,,,Utricularia_bifida,Yes,,,
Plants,,,Tamarix_aphylla,Yes,,,
Plants,,,Dicrastylis_costelloi,Yes,,,
Plants,,,Dendrobium_adae,Yes,,,
Plants,,,Tecoma_capensis,Yes,,,
Plants,,,Cyrtandra_baileyi,Yes,,,
Plants,,,Ammannia_auriculata,Yes,,,
Plants,,,Einadia_polygonoides,Yes,,,
Plants,,,Bauhinia_variegata,Yes,,,
Plants,,,Anthobolus_filifolius,Yes,,,
Plants,,,Cleistanthus_dallachyanus,Yes,,,
Plants,,,Emmenosperma_alphitonioides,Yes,,,
Plants,,,Digitaria_parviflora,Yes,,,
Plants,,,Atriplex_lobativalvis,Yes,,,
Plants,,,Sida_cardiophylla,Yes,,,
Plants,,,Amaranthus_centralis,Yes,,,
Plants,,,Radula_myriopoda,Yes,,,
Plants,,,Tephrosia_laxa,Yes,,,
Plants,,,Vavaea_amicorum,Yes,,,
Plants,,,Prunus_rivularis,Yes,,,
Plants,,,Parsonsia_densivestita,Yes,,,
Plants,,,Mitrasacme_alsinoides,Yes,,,
Plants,,,Elattostachys_xylocarpa,Yes,,,
Plants,,,Schizachyrium_pseudeulalia,Yes,,,
Plants,,,Zoysia_matrella,Yes,,,
Plants,,,Solanum_nemophilum,Yes,,,
Plants,,,Senecio_madagascariensis,Yes,,,
Plants,,,Myrsine_benthamiana,Yes,,,
Plants,,,Thelymitra_ixioides,Yes,,,
Plants,,,Dendrobium_lichenastrum,Yes,,,
Plants,,,Cullen_spicigerum,Yes,,,
Plants,,,Comesperma_volubile,Yes,,,
Plants,,,Rhizophora_apiculata,Yes,,,
Plants,,,Dodonaea_falcata,Yes,,,
Plants,,,Parthenium_hysterophorus,Yes,,,
Plants,,,Fumaria_bastardii,Yes,,,
Plants,,,Eucalyptus_quadricostata,Yes,,,
Plants,,,Trachystoma_petardi,Yes,,,
Plants,,,Eucalyptus_cameronii,Yes,,,
Plants,,,Uromyrtus_metrosideros,Yes,,,
Plants,,,Stellaria_multiflora,Yes,,,
Plants,,,Eria_kingii,Yes,,,
Plants,,,Libertia_paniculata,Yes,,,
Plants,,,Proiphys_alba,Yes,,,
Plants,,,Leptospermum_luehmannii,Yes,,,
Plants,,,Verbena_gaudichaudii,Yes,,,
Plants,,,Rhaphiolepis_indica,Yes,,,
Plants,,,Vigna_marina,Yes,,,
Plants,,,Limonium_solanderi,Yes,,,
Plants,,,Aloe_maculata,Yes,,,
Plants,,,Sparganium_subglobosum,Yes,,,
Plants,,,Eleocharis_nuda,Yes,,,
Plants,,,Melaleuca_foliolosa,Yes,,,
Plants,,,Archidendropsis_basaltica,Yes,,,
Plants,,,Doodia_australis,Yes,,,
Plants,,,Arthropteris_palisotii,Yes,,,
Plants,,,Tapeinosperma_repandulum,Yes,,,
Plants,,,Callistemon_hemistictus,Yes,,,
Plants,,,Cathormion_umbellatum,Yes,,,
Plants,,,Acronychia_crassipetala,Yes,,,
Plants,,,Ozothamnus_diotophyllus,Yes,,,
Plants,,,Ischaemum_rugosum,Yes,,,
Plants,,,Aristida_latifolia,Yes,,,
Plants,,,Eragrostis_leptocarpa,Yes,,,
Plants,,,Galium_gaudichaudii,Yes,,,
Plants,,,Calotis_cuneata,Yes,,,
Plants,,,Terminalia_arostrata,Yes,,,
Plants,,,Helicteres_angustifolia,Yes,,,
Plants,,,Brachychiton_compactus,Yes,,,
Plants,,,Cyathea_baileyana,Yes,,,
Plants,,,Euphorbia_prostrata,Yes,,,
Plants,,,Callistemon_chisholmii,Yes,,,
Plants,,,Sarcochilus_argochilus,Yes,,,
Plants,,,Nymphoides_elliptica,Yes,,,
Plants,,,Omphalea_queenslandiae,Yes,,,
Plants,,,Lindernia_crustacea,Yes,,,
Plants,,,Kardomia_jucunda,Yes,,,
Plants,,,Acacia_galioides,Yes,,,
Plants,,,Juncus_psammophilus,Yes,,,
Plants,,,Cosmos_bipinnatus,Yes,,,
Plants,,,Zornia_muelleriana,Yes,,,
Plants,,,Sarcochilus_hillii,Yes,,,
Plants,,,Eucalyptus_orgadophila,Yes,,,
Plants,,,Rhytidosporum_procumbens,Yes,,,
Plants,,,Dillwynia_glaberrima,Yes,,,
Plants,,,Cucumis_metuliferus,Yes,,,
Plants,,,Austromuellera_valida,Yes,,,
Plants,,,Caesalpinia_traceyi,Yes,,,
Plants,,,Calytrix_brownii,Yes,,,
Plants,,,Plectranthus_torrenticola,Yes,,,
Plants,,,Baloghia_marmorata,Yes,,,
Plants,,,Entolasia_whiteana,Yes,,,
Plants,,,Polyosma_hirsuta,Yes,,,
Plants,,,Casuarina_glauca,Yes,,,
Plants,,,Trachycarpidium_brisbanicum,Yes,,,
Plants,,,Eriachne_melicacea,Yes,,,
Plants,,,Bursaria_spinosa,Yes,,,
Plants,,,Tabernaemontana_orientalis,Yes,,,
Plants,,,Commersonia_bartramia,Yes,,,
Plants,,,Endiandra_sideroxylon,Yes,,,
Plants,,,Urochloa_distachya,Yes,,,
Plants,,,Ficus_pumila,Yes,,,
Plants,,,Alstonia_actinophylla,Yes,,,
Plants,,,Senecio_macroglossus,Yes,,,
Plants,,,Hedyotis_philippensis,Yes,,,
Plants,,,Eriachne_humilis,Yes,,,
Plants,,,Cheilolejeunea_trifaria,Yes,,,
Plants,,,Hannafordia_shanesii,Yes,,,
Plants,,,Mitrasacme_prolifera,Yes,,,
Plants,,,Pterostylis_vitrea,Yes,,,
Plants,,,Thoracostachyum_sumatranum,Yes,,,
Plants,,,Falcataria_toona,Yes,,,
Plants,,,Symplocos_wooroonooran,Yes,,,
Plants,,,Brachychiton_muellerianus,Yes,,,
Plants,,,Acalypha_eremorum,Yes,,,
Plants,,,Amaranthus_spinosus,Yes,,,
Plants,,,Cyperus_triceps,Yes,,,
Plants,,,Marchantia_foliacea,Yes,,,
Plants,,,Maireana_obrienii,Yes,,,
Plants,,,Goodenia_expansa,Yes,,,
Plants,,,Eriachne_stipacea,Yes,,,
Plants,,,Lolium_rigidum,Yes,,,
Plants,,,Daviesia_genistifolia,Yes,,,
Plants,,,Digitaria_minima,Yes,,,
Plants,,,Sporobolus_scabridus,Yes,,,
Plants,,,Triumfetta_parviflora,Yes,,,
Plants,,,Balantiopsis_diplophylla,Yes,,,
Plants,,,Phacellothrix_cladochaeta,Yes,,,
Plants,,,Jagera_pseudorhus,Yes,,,
Plants,,,Rottboellia_cochinchinensis,Yes,,,
Plants,,,Clerodendrum_inerme,Yes,,,
Plants,,,Arytera_divaricata,Yes,,,
Plants,,,Brachychiton_diversifolius,Yes,,,
Plants,,,Allium_triquetrum,Yes,,,
Plants,,,Goodenia_glabra,Yes,,,
Plants,,,Pittosporum_lancifolium,Yes,,,
Plants,,,Cylindropuntia_fulgida,Yes,,,
Plants,,,Cassinia_laevis,Yes,,,
Plants,,,Cardiospermum_grandiflorum,Yes,,,
Plants,,,Acanthus_ilicifolius,Yes,,,
Plants,,,Zornia_floribunda,Yes,,,
Plants,,,Utricularia_blackmanii,Yes,,,
Plants,,,Alternanthera_nana,Yes,,,
Plants,,,Ipomoea_carnea,Yes,,,
Plants,,,Abutilon_theophrasti,Yes,,,
Plants,,,Heteranthera_reniformis,Yes,,,
Plants,,,Corymbia_dallachiana,Yes,,,
Plants,,,Stenopetalum_velutinum,Yes,,,
Plants,,,Pteris_umbrosa,Yes,,,
Plants,,,Fuirena_nudiflora,Yes,,,
Plants,,,Morinda_citrifolia,Yes,,,
Plants,,,Gonocarpus_acanthocarpus,Yes,,,
Plants,,,Stylidium_laricifolium,Yes,,,
Plants,,,Thelionema_caespitosum,Yes,,,
Plants,,,Moraea_setifolia,Yes,,,
Plants,,,Bulbostylis_densa,Yes,,,
Plants,,,Antirhea_tenuiflora,Yes,,,
Plants,,,Cleome_monophylla,Yes,,,
Plants,,,Hordeum_distichon,Yes,,,
Plants,,,Acacia_midgleyi,Yes,,,
Plants,,,Cyperus_aggregatus,Yes,,,
Plants,,,Atriplex_pumilio,Yes,,,
Plants,,,Grevillea_heliosperma,Yes,,,
Plants,,,Macromitrium_ligulaefolium,Yes,,,
Plants,,,Acacia_megalantha,Yes,,,
Plants,,,Eucalyptus_paedoglauca,Yes,,,
Plants,,,Alectryon_diversifolius,Yes,,,
Plants,,,Melichrus_adpressus,Yes,,,
Plants,,,Sclerolaena_diacantha,Yes,,,
Plants,,,Prosaptia_contigua,Yes,,,
Plants,,,Glycine_canescens,Yes,,,
Plants,,,Rhynchosia_acuminatissima,Yes,,,
Plants,,,Cryptocarya_mackinnoniana,Yes,,,
Plants,,,Senna_coronilloides,Yes,,,
Plants,,,Neckeropsis_lepineana,Yes,,,
Plants,,,Brachychiton_vitifolius,Yes,,,
Plants,,,Bryophyllum_pinnatum,Yes,,,
Plants,,,Melochia_corchorifolia,Yes,,,
Plants,,,Lastreopsis_microsora,Yes,,,
Plants,,,Dumortiera_hirsuta,Yes,,,
Plants,,,Sclerolaena_minuta,Yes,,,
Plants,,,Raphanus_sativus,Yes,,,
Plants,,,Ptilotus_remotiflorus,Yes,,,
Plants,,,Melicope_rubra,Yes,,,
Plants,,,Elephantopus_mollis,Yes,,,
Plants,,,Pittosporum_wingii,Yes,,,
Plants,,,Syzygium_bamagense,Yes,,,
Plants,,,Jacksonia_quinkanensis,Yes,,,
Plants,,,Dodonaea_malvacea,Yes,,,
Plants,,,Rhynchospora_exserta,Yes,,,
Plants,,,Eragrostis_sororia,Yes,,,
Plants,,,Frankenia_foliosa,Yes,,,
Plants,,,Cyperus_esculentus,Yes,,,
Plants,,,Brachyscome_eriogona,Yes,,,
Plants,,,Alysicarpus_bupleurifolius,Yes,,,
Plants,,,Tephrosia_oblongata,Yes,,,
Plants,,,Bossiaea_carinalis,Yes,,,
Plants,,,Comesperma_praecelsum,Yes,,,
Plants,,,Indigofera_linnaei,Yes,,,
Plants,,,Solanum_lasiophyllum,Yes,,,
Plants,,,Banksia_plagiocarpa,Yes,,,
Plants,,,Stylidium_austrocapense,Yes,,,
Plants,,,Eucalyptus_torquata,Yes,,,
Plants,,,Heritiera_littoralis,Yes,,,
Plants,,,Juncus_ochrocoleus,Yes,,,
Plants,,,Leucopogon_cuspidatus,Yes,,,
Plants,,,Dodonaea_vestita,Yes,,,
Plants,,,Spermacoce_latimarginata,Yes,,,
Plants,,,Elaeocarpus_reticulatus,Yes,,,
Plants,,,Lepidium_sagittulatum,Yes,,,
Plants,,,Chloanthes_parviflora,Yes,,,
Plants,,,Callistemon_pachyphyllus,Yes,,,
Plants,,,Scleria_novae-hollandiae,Yes,,,
Plants,,,Prostanthera_parvifolia,Yes,,,
Plants,,,Glossocarya_hemiderma,Yes,,,
Plants,,,Datura_stramonium,Yes,,,
Plants,,,Cyperus_papyrus,Yes,,,
Plants,,,Rhaphidospora_bonneyana,Yes,,,
Plants,,,Meteorium_polytrichum,Yes,,,
Plants,,,Thyridolepis_mitchelliana,Yes,,,
Plants,,,Tephrosia_oligophylla,Yes,,,
Plants,,,Chenopodium_auricomiforme,Yes,,,
Plants,,,Brachyachne_ciliaris,Yes,,,
Plants,,,Eragrostis_filicaulis,Yes,,,
Plants,,,Euphorbia_sarcostemmoides,Yes,,,
Plants,,,Panicum_repens,Yes,,,
Plants,,,Haematoxylum_campechianum,Yes,,,
Plants,,,Jatropha_gossypifolia,Yes,,,
Plants,,,Ricinocarpos_pinifolius,Yes,,,
Plants,,,Comesperma_sphaerocarpum,Yes,,,
Plants,,,Tribulus_micrococcus,Yes,,,
Plants,,,Myoporum_acuminatum,Yes,,,
Plants,,,Pandorea_floribunda,Yes,,,
Plants,,,Lamarckia_aurea,Yes,,,
Plants,,,Halophila_spinulosa,Yes,,,
Plants,,,Solanum_opacum,Yes,,,
Plants,,,Boronia_alulata,Yes,,,
Plants,,,Mitthyridium_flavum,Yes,,,
Plants,,,Tephrosia_supina,Yes,,,
Plants,,,Sporobolus_laxus,Yes,,,
Plants,,,Lobelia_purpurascens,Yes,,,
Plants,,,Thunbergia_alata,Yes,,,
Plants,,,Pimelea_latifolia,Yes,,,
Plants,,,Pedilanthus_tithymaloides,Yes,,,
Plants,,,Santalum_obtusifolium,Yes,,,
Plants,,,Dissiliaria_baloghioides,Yes,,,
Plants,,,Oreogrammitis_queenslandica,Yes,,,
Plants,,,Andropogon_virginicus,Yes,,,
Plants,,,Boronia_bowmanii,Yes,,,
Plants,,,Ternstroemia_cherryi,Yes,,,
Plants,,,Cryptostylis_erecta,Yes,,,
Plants,,,Zanthoxylum_parviflorum,Yes,,,
Plants,,,Salvinia_molesta,Yes,,,
Plants,,,Polygala_wightiana,Yes,,,
Plants,,,Stylosanthes_scabra,Yes,,,
Plants,,,Isolepis_humillima,Yes,,,
Plants,,,Cryptandra_ciliata,Yes,,,
Plants,,,Trifolium_tomentosum,Yes,,,
Plants,,,Capparis_arborea,Yes,,,
Plants,,,Hydrocotyle_tumida,Yes,,,
Plants,,,Mentha_australis,Yes,,,
Plants,,,Eriachne_mucronata,Yes,,,
Plants,,,Delonix_regia,Yes,,,
Plants,,,Poa_fordeana,Yes,,,
Plants,,,Lastreopsis_acuminata,Yes,,,
Plants,,,Juncus_vaginatus,Yes,,,
Plants,,,Calochilus_gracillimus,Yes,,,
Plants,,,Enteropogon_unispiceus,Yes,,,
Plants,,,Eleocharis_sundaica,Yes,,,
Plants,,,Marsilea_hirsuta,Yes,,,
Plants,,,Acacia_oshanesii,Yes,,,
Plants,,,Rhynchospora_heterochaeta,Yes,,,
Plants,,,Leucophanes_glaucum,Yes,,,
Plants,,,Anisomeles_brevipilosa,Yes,,,
Plants,,,Amaranthus_macrocarpus,Yes,,,
Plants,,,Sesbania_brachycarpa,Yes,,,
Plants,,,Ipomoea_indica,Yes,,,
Plants,,,Callerya_megasperma,Yes,,,
Plants,,,Dysoxylum_acutangulum,Yes,,,
Plants,,,Maireana_dichoptera,Yes,,,
Plants,,,Echinopogon_caespitosus,Yes,,,
Plants,,,Fimbristylis_sphaerocephala,Yes,,,
Plants,,,Zieria_obovata,Yes,,,
Plants,,,Mazus_pumilio,Yes,,,
Plants,,,Dodonaea_physocarpa,Yes,,,
Plants,,,Riccia_sorocarpa,Yes,,,
Plants,,,Melicope_bonwickii,Yes,,,
Plants,,,Pleomele_angustifolia,Yes,,,
Plants,,,Cyperus_alterniflorus,Yes,,,
Plants,,,Cleistanthus_xerophilus,Yes,,,
Plants,,,Isolepis_crassiuscula,Yes,,,
Plants,,,Endiandra_pubens,Yes,,,
Plants,,,Hypolytrum_compactum,Yes,,,
